Vendor,SKU,Asset Type,Asset Sub Type,Description,Model
Adobe,65105289AF00A00,,,Audition,
Adobe,65105290,,,Audition,
Adobe,65105290AA00A00,,,Audition,
Adobe,65105290AB00A00,,,Audition,
Adobe,65105290AD00A00,,,Audition,
Adobe,65105290AC00A00,,,Audition,
Adobe,65105290AE00A00,,,Audition,
Adobe,65105338,,,Dreamweaver,
Adobe,65105290AF00A00,,,Audition,
Adobe,65105338AA00A00,,,Dreamweaver,
Adobe,65105338AB00A00,,,Dreamweaver,
Adobe,65105338AC00A00,,,Dreamweaver,
Adobe,65105338AD00A00,,,Dreamweaver,
Adobe,65105338AF00A00,,,Dreamweaver,
Adobe,65105338AE00A00,,,Dreamweaver,
Adobe,65105339,,,Dreamweaver,
Adobe,65105339AB00A00,,,Dreamweaver,
Adobe,65105339AA00A00,,,Dreamweaver,
Adobe,65105339AC00A00,,,Dreamweaver,
Adobe,65105339AE00A00,,,Dreamweaver,
Adobe,65105339AD00A00,,,Dreamweaver,
Adobe,65105360AA02A00,,,Dreamweaver,
Adobe,65105339AF00A00,,,Dreamweaver,
Adobe,65105360AA01A00,,,Dreamweaver,
Adobe,65105360AA03A00,,,Dreamweaver,
Adobe,65105360AA04A00,,,Dreamweaver,
Adobe,65105360AB01A00,,,Dreamweaver,
Adobe,65105360AB02A00,,,Dreamweaver,
Adobe,65105360AB03A00,,,Dreamweaver,
Adobe,65105360AC01A00,,,Dreamweaver,
Adobe,65105360AC02A00,,,Dreamweaver,
Adobe,65105360AD01A00,,,Dreamweaver,
Adobe,65105360AD02A00,,,Dreamweaver,
Adobe,65105360AE01A00,,,Dreamweaver,
Adobe,65105360AF01A00,,,Dreamweaver,
Adobe,65105360AE02A00,,,Dreamweaver,
Adobe,65105374,,,Dreamweaver,
Adobe,65105375,,,Dreamweaver,
Adobe,65105384AA01A00,,,Dreamweaver,
Adobe,65105384AA02A00,,,Dreamweaver,
Adobe,65105384AA03A00,,,Dreamweaver,
Adobe,65105384AA04A00,,,Dreamweaver,
Adobe,65105384AB01A00,,,Dreamweaver,
Adobe,65105384AB02A00,,,Dreamweaver,
Adobe,65105384AB03A00,,,Dreamweaver,
Adobe,65105384AC02A00,,,Dreamweaver,
Adobe,65105384AC01A00,,,Dreamweaver,
Adobe,65105384AD01A00,,,Dreamweaver,
Adobe,65105384AE01A00,,,Dreamweaver,
Adobe,65105384AE02A00,,,Dreamweaver,
Adobe,65105384AD02A00,,,Dreamweaver,
Adobe,65105392AA01A00,,,Dreamweaver,
Adobe,65105384AF01A00,,,Dreamweaver,
Adobe,65105392AA02A00,,,Dreamweaver,
Adobe,65105392AC01A00,,,Dreamweaver,
Adobe,65105392AA04A00,,,Dreamweaver,
Adobe,65105392AA03A00,,,Dreamweaver,
Adobe,65105392AD01A00,,,Dreamweaver,
Adobe,65105392AC02A00,,,Dreamweaver,
Adobe,65105392AD02A00,,,Dreamweaver,
Adobe,65105392AF01A00,,,Dreamweaver,
Adobe,65105400AA01A00,,,Dreamweaver,
Adobe,65105400AA02A00,,,Dreamweaver,
Adobe,65105400AA03A00,,,Dreamweaver,
Adobe,65105400AC01A00,,,Dreamweaver,
Adobe,65105400AA04A00,,,Dreamweaver,
Adobe,65105400AC02A00,,,Dreamweaver,
Adobe,65105400AD01A00,,,Dreamweaver,
Adobe,65105400AD02A00,,,Dreamweaver,
Adobe,65105400AF01A00,,,Dreamweaver,
Adobe,65105409,,,Dreamweaver,
Adobe,65105470AA01A00,,,Dreamweaver,
Adobe,65105410,,,Dreamweaver,
Adobe,65105470AA02A00,,,Dreamweaver,
Adobe,65105470AA04A00,,,Dreamweaver,
Adobe,65105470AA03A00,,,Dreamweaver,
Adobe,65105470AC01A00,,,Dreamweaver,
Adobe,65105470AC02A00,,,Dreamweaver,
Adobe,65105470AD01A00,,,Dreamweaver,
Adobe,65105470AD02A00,,,Dreamweaver,
Adobe,65105470AF01A00,,,Dreamweaver,
Adobe,65105473AA01A00,,,Dreamweaver,
Adobe,65105473AA03A00,,,Dreamweaver,
Adobe,65105473AA02A00,,,Dreamweaver,
Adobe,65105473AA04A00,,,Dreamweaver,
Adobe,65105473AC02A00,,,Dreamweaver,
Adobe,65105473AC01A00,,,Dreamweaver,
Adobe,65105473AD01A00,,,Dreamweaver,
Adobe,65105473AD02A00,,,Dreamweaver,
Adobe,65105482AA01A00,,,Dreamweaver,
Adobe,65105473AF01A00,,,Dreamweaver,
Adobe,65105482AA02A00,,,Dreamweaver,
Adobe,65105482AA03A00,,,Dreamweaver,
Adobe,65105482AC01A00,,,Dreamweaver,
Adobe,65105482AA04A00,,,Dreamweaver,
Adobe,65105482AC02A00,,,Dreamweaver,
Adobe,65105482AD01A00,,,Dreamweaver,
Adobe,65105482AD02A00,,,Dreamweaver,
Adobe,65105482AF01A00,,,Dreamweaver,
Adobe,65105547AB01A00,,,Dreamweaver,
Adobe,65105547AB03A00,,,Dreamweaver,
Adobe,65105547AB02A00,,,Dreamweaver,
Adobe,65105562AB02A00,,,Dreamweaver,
Adobe,65105562AB03A00,,,Dreamweaver,
Adobe,65105562AB01A00,,,Dreamweaver,
Adobe,65105567AB01A00,,,Dreamweaver,
Adobe,65105567AB03A00,,,Dreamweaver,
Adobe,65105567AB02A00,,,Dreamweaver,
Adobe,65105573AB01A00,,,Dreamweaver,
Adobe,65105573AB02A00,,,Dreamweaver,
Adobe,65105611AA03A00,,,Dreamweaver,
Adobe,65105573AB03A00,,,Dreamweaver,
Adobe,65105611AC02A00,,,Dreamweaver,
Adobe,65105621AA01A00,,,Dreamweaver,
Adobe,65105621AA02A00,,,Dreamweaver,
Adobe,65105621AA03A00,,,Dreamweaver,
Adobe,65105621AA04A00,,,Dreamweaver,
Adobe,65105621AC01A00,,,Dreamweaver,
Adobe,65105621AD01A00,,,Dreamweaver,
Adobe,65105621AC02A00,,,Dreamweaver,
Adobe,65105621AD02A00,,,Dreamweaver,
Adobe,65105621AF01A00,,,Dreamweaver,
Adobe,65105627,,,Dreamweaver,
Adobe,65105628,,,Dreamweaver,
Adobe,65105637,,,Dreamweaver,
Adobe,65105638,,,Dreamweaver,
Adobe,65105646,,,Dreamweaver,
Adobe,65105645,,,Dreamweaver,
Adobe,65105647,,,Dreamweaver,
Adobe,65105648,,,Dreamweaver,
Adobe,65105663,,,Dreamweaver,
Adobe,65105664,,,Dreamweaver,
Adobe,65105675,,,Dreamweaver,
Adobe,65105676,,,Dreamweaver,
Adobe,65105709,,,Dreamweaver,
Adobe,65105710,,,Dreamweaver,
Adobe,65105713,,,Dreamweaver,
Adobe,65105714,,,Dreamweaver,
Adobe,65105724,,,Dreamweaver,
Adobe,65105727,,,Dreamweaver,
Adobe,65105879,,,Dreamweaver,
Adobe,65105773,,,Dreamweaver,
Adobe,65105772,,,Dreamweaver,
Adobe,65105879AC00A00,,,Dreamweaver,
Adobe,65105879AB00A00,,,Dreamweaver,
Adobe,65105879AA00A00,,,Dreamweaver,
Adobe,65105879AE00A00,,,Dreamweaver,
Adobe,65105879AF00A00,,,Dreamweaver,
Adobe,65105879AD00A00,,,Dreamweaver,
Adobe,65105880AA00A00,,,Dreamweaver,
Adobe,65105880,,,Dreamweaver,
Adobe,65105880AB00A00,,,Dreamweaver,
Adobe,65105880AE00A00,,,Dreamweaver,
Adobe,65105880AD00A00,,,Dreamweaver,
Adobe,65105880AC00A00,,,Dreamweaver,
Adobe,65105880AF00A00,,,Dreamweaver,
Adobe,65106460AB01A00,,,Dreamweaver,
Adobe,65106460AB02A00,,,Dreamweaver,
Adobe,65106461AB02A00,,,Dreamweaver,
Adobe,65106460AB03A00,,,Dreamweaver,
Adobe,65106461AB01A00,,,Dreamweaver,
Adobe,65106719,,,Audition,
Adobe,65106461AB03A00,,,Dreamweaver,
Adobe,65106704,,,Audition,
Adobe,65106720,,,Audition,
Adobe,65106759,,,Audition,
Adobe,65106728,,,Audition,
Adobe,65106769,,,Audition,
Adobe,65106768,,,Audition,
Adobe,65106760,,,Audition,
Adobe,65106804AA02A00,,,Audition,
Adobe,65106804AA03A00,,,Audition,
Adobe,65106804AA01A00,,,Audition,
Adobe,65106804AA04A00,,,Audition,
Adobe,65106804AC01A00,,,Audition,
Adobe,65106804AD01A00,,,Audition,
Adobe,65106804AC02A00,,,Audition,
Adobe,65106804AD02A00,,,Audition,
Adobe,65106804AF01A00,,,Audition,
Adobe,65106805AA01A00,,,Audition,
Adobe,65106805AA02A00,,,Audition,
Adobe,65106805AA03A00,,,Audition,
Adobe,65106805AA04A00,,,Audition,
Adobe,65106805AC01A00,,,Audition,
Adobe,65106805AD02A00,,,Audition,
Adobe,65106805AC02A00,,,Audition,
Adobe,65106805AD01A00,,,Audition,
Adobe,65106825AB01A00,,,Audition,
Adobe,65106805AF01A00,,,Audition,
Adobe,65106825AB02A00,,,Audition,
Adobe,65106825AB03A00,,,Audition,
Adobe,65106828AB02A00,,,Audition,
Adobe,65106828AB01A00,,,Audition,
Adobe,65106836AA01A00,,,Audition,
Adobe,65106828AB03A00,,,Audition,
Adobe,65106836AA02A00,,,Audition,
Adobe,65106836AA03A00,,,Audition,
Adobe,65106836AA04A00,,,Audition,
Adobe,65106836AB01A00,,,Audition,
Adobe,65106836AB02A00,,,Audition,
Adobe,65106836AC01A00,,,Audition,
Adobe,65106836AB03A00,,,Audition,
Adobe,65106836AC02A00,,,Audition,
Adobe,65106836AD02A00,,,Audition,
Adobe,65106836AD01A00,,,Audition,
Adobe,65106836AE01A00,,,Audition,
Adobe,65106836AF01A00,,,Audition,
Adobe,65106836AE02A00,,,Audition,
Adobe,65106839AA01A00,,,Audition,
Adobe,65106839AA03A00,,,Audition,
Adobe,65106839AA02A00,,,Audition,
Adobe,65106839AA04A00,,,Audition,
Adobe,65106839AB02A00,,,Audition,
Adobe,65106839AB01A00,,,Audition,
Adobe,65106839AB03A00,,,Audition,
Adobe,65106839AC01A00,,,Audition,
Adobe,65106839AC02A00,,,Audition,
Adobe,65106839AD01A00,,,Audition,
Adobe,65106839AE02A00,,,Audition,
Adobe,65106839AD02A00,,,Audition,
Adobe,65106839AE01A00,,,Audition,
Adobe,65106850AB01A00,,,Audition,
Adobe,65106839AF01A00,,,Audition,
Adobe,65106850AB02A00,,,Audition,
Adobe,65106851AB01A00,,,Audition,
Adobe,65106851AB02A00,,,Audition,
Adobe,65106850AB03A00,,,Audition,
Adobe,65106851AB03A00,,,Audition,
Adobe,65106860AC02A00,,,Audition,
Adobe,65106863AA01A00,,,Audition,
Adobe,65106863AA03A00,,,Audition,
Adobe,65106863AA02A00,,,Audition,
Adobe,65106863AA04A00,,,Audition,
Adobe,65106863AC01A00,,,Audition,
Adobe,65106863AC02A00,,,Audition,
Adobe,65106863AD01A00,,,Audition,
Adobe,65106863AF01A00,,,Audition,
Adobe,65106863AD02A00,,,Audition,
Adobe,65106865AA01A00,,,Audition,
Adobe,65106865AA02A00,,,Audition,
Adobe,65106865AA03A00,,,Audition,
Adobe,65106865AA04A00,,,Audition,
Adobe,65106865AC01A00,,,Audition,
Adobe,65106865AC02A00,,,Audition,
Adobe,65106865AD02A00,,,Audition,
Adobe,65106865AD01A00,,,Audition,
Adobe,65106961,,,Audition,
Adobe,65106960,,,Audition,
Adobe,65106865AF01A00,,,Audition,
Adobe,65107551AC02A00,,,Premiere Pro,
Adobe,65106991,,,Audition,
Adobe,65106992,,,Audition,
Adobe,65107659,,,Premiere Pro,
Adobe,65107665,,,Premiere Pro,
Adobe,65107660,,,Premiere Pro,
Adobe,65107666,,,Premiere Pro,
Adobe,65107675AA01A00,,,Premiere Pro,
Adobe,65107675AA02A00,,,Premiere Pro,
Adobe,65107675AA04A00,,,Premiere Pro,
Adobe,65107675AA03A00,,,Premiere Pro,
Adobe,65107675AB01A00,,,Premiere Pro,
Adobe,65107675AB02A00,,,Premiere Pro,
Adobe,65107675AB03A00,,,Premiere Pro,
Adobe,65107675AC01A00,,,Premiere Pro,
Adobe,65107675AD01A00,,,Premiere Pro,
Adobe,65107675AC02A00,,,Premiere Pro,
Adobe,65107675AD02A00,,,Premiere Pro,
Adobe,65107675AE01A00,,,Premiere Pro,
Adobe,65107675AE02A00,,,Premiere Pro,
Adobe,65107675AF01A00,,,Premiere Pro,
Adobe,65107677AA01A00,,,Premiere Pro,
Adobe,65107677AA02A00,,,Premiere Pro,
Adobe,65107677AA03A00,,,Premiere Pro,
Adobe,65107677AA04A00,,,Premiere Pro,
Adobe,65107677AB02A00,,,Premiere Pro,
Adobe,65107677AB01A00,,,Premiere Pro,
Adobe,65107677AB03A00,,,Premiere Pro,
Adobe,65107677AC01A00,,,Premiere Pro,
Adobe,65107677AC02A00,,,Premiere Pro,
Adobe,65107677AD01A00,,,Premiere Pro,
Adobe,65107677AD02A00,,,Premiere Pro,
Adobe,65107677AE01A00,,,Premiere Pro,
Adobe,65107677AE02A00,,,Premiere Pro,
Adobe,65107678AB01A00,,,Premiere Pro,
Adobe,65107677AF01A00,,,Premiere Pro,
Adobe,65107678AB02A00,,,Premiere Pro,
Adobe,65107678AB03A00,,,Premiere Pro,
Adobe,65107682AB01A00,,,Premiere Pro,
Adobe,65107682AB02A00,,,Premiere Pro,
Adobe,65107682AB03A00,,,Premiere Pro,
Adobe,65107690AB01A00,,,Premiere Pro,
Adobe,65107690AB03A00,,,Premiere Pro,
Adobe,65107701AB01A00,,,Premiere Pro,
Adobe,65107690AB02A00,,,Premiere Pro,
Adobe,65107896,,,Premiere Pro,
Adobe,65107701AB02A00,,,Premiere Pro,
Adobe,65107701AB03A00,,,Premiere Pro,
Adobe,65107896AA00A00,,,Premiere Pro,
Adobe,65107896AB00A00,,,Premiere Pro,
Adobe,65107896AC00A00,,,Premiere Pro,
Adobe,65107896AD00A00,,,Premiere Pro,
Adobe,65107896AF00A00,,,Premiere Pro,
Adobe,65107896AE00A00,,,Premiere Pro,
Adobe,65107897,,,Premiere Pro,
Adobe,65107897AB00A00,,,Premiere Pro,
Adobe,65107897AA00A00,,,Premiere Pro,
Adobe,65107897AC00A00,,,Premiere Pro,
Adobe,65107897AD00A00,,,Premiere Pro,
Adobe,65107897AE00A00,,,Premiere Pro,
Adobe,65107897AF00A00,,,Premiere Pro,
Adobe,65107902AA00A00,,,Premiere Pro,
Adobe,65107902,,,Premiere Pro,
Adobe,65107902AB00A00,,,Premiere Pro,
Adobe,65107902AC00A00,,,Premiere Pro,
Adobe,65107902AE00A00,,,Premiere Pro,
Adobe,65107902AD00A00,,,Premiere Pro,
Adobe,65107902AF00A00,,,Premiere Pro,
Adobe,65107903,,,Premiere Pro,
Adobe,65107903AA00A00,,,Premiere Pro,
Adobe,65107903AB00A00,,,Premiere Pro,
Adobe,65107903AD00A00,,,Premiere Pro,
Adobe,65107903AC00A00,,,Premiere Pro,
Adobe,65107903AF00A00,,,Premiere Pro,
Adobe,65107903AE00A00,,,Premiere Pro,
Adobe,65108018AA01A00,,,Premiere Pro,
Adobe,65108018AA03A00,,,Premiere Pro,
Adobe,65108018AA04A00,,,Premiere Pro,
Adobe,65108018AA02A00,,,Premiere Pro,
Adobe,65108018AC01A00,,,Premiere Pro,
Adobe,65108018AC02A00,,,Premiere Pro,
Adobe,65108018AD01A00,,,Premiere Pro,
Adobe,65108018AD02A00,,,Premiere Pro,
Adobe,65108018AF01A00,,,Premiere Pro,
Adobe,65108023,,,Premiere Pro,
Adobe,65108024,,,Premiere Pro,
Adobe,65108040AA02A00,,,Premiere Pro,
Adobe,65108040AA01A00,,,Premiere Pro,
Adobe,65108040AA03A00,,,Premiere Pro,
Adobe,65108040AA04A00,,,Premiere Pro,
Adobe,65108040AC01A00,,,Premiere Pro,
Adobe,65108040AD01A00,,,Premiere Pro,
Adobe,65108040AC02A00,,,Premiere Pro,
Adobe,65108040AD02A00,,,Premiere Pro,
Adobe,65108040AF01A00,,,Premiere Pro,
Adobe,65108069,,,Premiere Pro,
Adobe,65108070,,,Premiere Pro,
Adobe,65108199,,,Premiere Pro,
Adobe,65108200,,,Premiere Pro,
Adobe,65108211,,,Premiere Pro,
Adobe,65108216AA01A00,,,Premiere Pro,
Adobe,65108212,,,Premiere Pro,
Adobe,65108216AA02A00,,,Premiere Pro,
Adobe,65108216AA03A00,,,Premiere Pro,
Adobe,65108216AA04A00,,,Premiere Pro,
Adobe,65108216AC01A00,,,Premiere Pro,
Adobe,65108216AC02A00,,,Premiere Pro,
Adobe,65108216AD01A00,,,Premiere Pro,
Adobe,65108216AD02A00,,,Premiere Pro,
Adobe,65108243AA01A00,,,Premiere Pro,
Adobe,65108216AF01A00,,,Premiere Pro,
Adobe,65108243AA02A00,,,Premiere Pro,
Adobe,65108243AA03A00,,,Premiere Pro,
Adobe,65108243AA04A00,,,Premiere Pro,
Adobe,65108243AC01A00,,,Premiere Pro,
Adobe,65108243AD01A00,,,Premiere Pro,
Adobe,65108243AC02A00,,,Premiere Pro,
Adobe,65108243AD02A00,,,Premiere Pro,
Adobe,65108243AF01A00,,,Premiere Pro,
Adobe,65108309AA02A00,,,Premiere Pro,
Adobe,65108309AA01A00,,,Premiere Pro,
Adobe,65108309AC01A00,,,Premiere Pro,
Adobe,65108309AA03A00,,,Premiere Pro,
Adobe,65108309AA04A00,,,Premiere Pro,
Adobe,65108309AC02A00,,,Premiere Pro,
Adobe,65108309AD01A00,,,Premiere Pro,
Adobe,65108309AD02A00,,,Premiere Pro,
Adobe,65108309AF01A00,,,Premiere Pro,
Adobe,65108314AA02A00,,,Premiere Pro,
Adobe,65108314AA01A00,,,Premiere Pro,
Adobe,65108314AA03A00,,,Premiere Pro,
Adobe,65108314AA04A00,,,Premiere Pro,
Adobe,65108314AC01A00,,,Premiere Pro,
Adobe,65108314AC02A00,,,Premiere Pro,
Adobe,65108314AD01A00,,,Premiere Pro,
Adobe,65108314AD02A00,,,Premiere Pro,
Adobe,65108314AF01A00,,,Premiere Pro,
Adobe,65108632AA03A00,,,Flash Professional,
Adobe,65108862AA00A00,,,Flash Professional,
Adobe,65108862,,,Flash Professional,
Adobe,65108632AC02A00,,,Flash Professional,
Adobe,65108862AD00A00,,,Flash Professional,
Adobe,65108862AB00A00,,,Flash Professional,
Adobe,65108862AC00A00,,,Flash Professional,
Adobe,65108862AE00A00,,,Flash Professional,
Adobe,65108862AF00A00,,,Flash Professional,
Adobe,65108863,,,Flash Professional,
Adobe,65108863AA00A00,,,Flash Professional,
Adobe,65108863AC00A00,,,Flash Professional,
Adobe,65108863AB00A00,,,Flash Professional,
Adobe,65108863AD00A00,,,Flash Professional,
Adobe,65108863AE00A00,,,Flash Professional,
Adobe,65108863AF00A00,,,Flash Professional,
Adobe,65108874,,,Flash Professional,
Adobe,65108874AB00A00,,,Flash Professional,
Adobe,65108874AA00A00,,,Flash Professional,
Adobe,65108874AC00A00,,,Flash Professional,
Adobe,65108874AD00A00,,,Flash Professional,
Adobe,65108874AE00A00,,,Flash Professional,
Adobe,65108874AF00A00,,,Flash Professional,
Adobe,65108875AA00A00,,,Flash Professional,
Adobe,65108875,,,Flash Professional,
Adobe,65108875AB00A00,,,Flash Professional,
Adobe,65108875AC00A00,,,Flash Professional,
Adobe,65108875AD00A00,,,Flash Professional,
Adobe,65108875AE00A00,,,Flash Professional,
Adobe,65108875AF00A00,,,Flash Professional,
Adobe,65108907,,,Flash Professional,
Adobe,65108908,,,Flash Professional,
Adobe,65108952,,,Flash Professional,
Adobe,65108953,,,Flash Professional,
Adobe,65108969,,,Flash Professional,
Adobe,65108970,,,Flash Professional,
Adobe,65108973,,,Flash Professional,
Adobe,65109016,,,Flash Professional,
Adobe,65108974,,,Flash Professional,
Adobe,65109054,,,Flash Professional,
Adobe,65109017,,,Flash Professional,
Adobe,65109055,,,Flash Professional,
Adobe,65109162AB02A00,,,Flash Professional,
Adobe,65109162AB01A00,,,Flash Professional,
Adobe,65109162AB03A00,,,Flash Professional,
Adobe,65109167AB01A00,,,Flash Professional,
Adobe,65109167AB02A00,,,Flash Professional,
Adobe,65109167AB03A00,,,Flash Professional,
Adobe,65109221AA01A00,,,Flash Professional,
Adobe,65109221AA02A00,,,Flash Professional,
Adobe,65109221AA03A00,,,Flash Professional,
Adobe,65109221AA04A00,,,Flash Professional,
Adobe,65109221AB02A00,,,Flash Professional,
Adobe,65109221AB01A00,,,Flash Professional,
Adobe,65109221AC01A00,,,Flash Professional,
Adobe,65109221AB03A00,,,Flash Professional,
Adobe,65109221AC02A00,,,Flash Professional,
Adobe,65109221AD01A00,,,Flash Professional,
Adobe,65109221AE01A00,,,Flash Professional,
Adobe,65109221AD02A00,,,Flash Professional,
Adobe,65109221AE02A00,,,Flash Professional,
Adobe,65109221AF01A00,,,Flash Professional,
Adobe,65109234AA01A00,,,Flash Professional,
Adobe,65109234AA03A00,,,Flash Professional,
Adobe,65109234AA02A00,,,Flash Professional,
Adobe,65109234AA04A00,,,Flash Professional,
Adobe,65109234AB01A00,,,Flash Professional,
Adobe,65109234AB02A00,,,Flash Professional,
Adobe,65109234AB03A00,,,Flash Professional,
Adobe,65109234AC01A00,,,Flash Professional,
Adobe,65109234AC02A00,,,Flash Professional,
Adobe,65109234AD01A00,,,Flash Professional,
Adobe,65109234AD02A00,,,Flash Professional,
Adobe,65109234AE01A00,,,Flash Professional,
Adobe,65109234AE02A00,,,Flash Professional,
Adobe,65109236AB01A00,,,Flash Professional,
Adobe,65109234AF01A00,,,Flash Professional,
Adobe,65109236AB02A00,,,Flash Professional,
Adobe,65109236AB03A00,,,Flash Professional,
Adobe,65109237AB01A00,,,Flash Professional,
Adobe,65109237AB03A00,,,Flash Professional,
Adobe,65109237AB02A00,,,Flash Professional,
Adobe,65109271AB01A00,,,Flash Professional,
Adobe,65109271AB02A00,,,Flash Professional,
Adobe,65109271AB03A00,,,Flash Professional,
Adobe,65109275AB01A00,,,Flash Professional,
Adobe,65109275AB02A00,,,Flash Professional,
Adobe,65109275AB03A00,,,Flash Professional,
Adobe,65109323AA01A00,,,Flash Professional,
Adobe,65109323AA02A00,,,Flash Professional,
Adobe,65109323AA03A00,,,Flash Professional,
Adobe,65109323AA04A00,,,Flash Professional,
Adobe,65109323AC02A00,,,Flash Professional,
Adobe,65109323AD01A00,,,Flash Professional,
Adobe,65109323AC01A00,,,Flash Professional,
Adobe,65109323AD02A00,,,Flash Professional,
Adobe,65109324AA01A00,,,Flash Professional,
Adobe,65109323AF01A00,,,Flash Professional,
Adobe,65109324AA02A00,,,Flash Professional,
Adobe,65109324AA04A00,,,Flash Professional,
Adobe,65109324AA03A00,,,Flash Professional,
Adobe,65109324AC01A00,,,Flash Professional,
Adobe,65109324AC02A00,,,Flash Professional,
Adobe,65109324AD01A00,,,Flash Professional,
Adobe,65109333AA01A00,,,Flash Professional,
Adobe,65109324AF01A00,,,Flash Professional,
Adobe,65109324AD02A00,,,Flash Professional,
Adobe,65109333AA03A00,,,Flash Professional,
Adobe,65109333AA02A00,,,Flash Professional,
Adobe,65109333AA04A00,,,Flash Professional,
Adobe,65109333AC02A00,,,Flash Professional,
Adobe,65109333AC01A00,,,Flash Professional,
Adobe,65109333AD01A00,,,Flash Professional,
Adobe,65109333AD02A00,,,Flash Professional,
Adobe,65109333AF01A00,,,Flash Professional,
Adobe,65109339AA01A00,,,Flash Professional,
Adobe,65109339AA02A00,,,Flash Professional,
Adobe,65109339AA04A00,,,Flash Professional,
Adobe,65109339AA03A00,,,Flash Professional,
Adobe,65109339AC01A00,,,Flash Professional,
Adobe,65109339AC02A00,,,Flash Professional,
Adobe,65109339AD01A00,,,Flash Professional,
Adobe,65109339AD02A00,,,Flash Professional,
Adobe,65109339AF01A00,,,Flash Professional,
Adobe,65110163AC02A00,,,After Effects,
Adobe,65110232,,,After Effects,
Adobe,65110232AA00A00,,,After Effects,
Adobe,65110232AB00A00,,,After Effects,
Adobe,65110232AC00A00,,,After Effects,
Adobe,65110232AE00A00,,,After Effects,
Adobe,65110232AD00A00,,,After Effects,
Adobe,65110232AF00A00,,,After Effects,
Adobe,65110241,,,After Effects,
Adobe,65110241AB00A00,,,After Effects,
Adobe,65110241AA00A00,,,After Effects,
Adobe,65110241AD00A00,,,After Effects,
Adobe,65110241AC00A00,,,After Effects,
Adobe,65110241AE00A00,,,After Effects,
Adobe,65110241AF00A00,,,After Effects,
Adobe,65110242,,,After Effects,
Adobe,65110242AA00A00,,,After Effects,
Adobe,65110242AB00A00,,,After Effects,
Adobe,65110242AC00A00,,,After Effects,
Adobe,65110242AD00A00,,,After Effects,
Adobe,65110242AE00A00,,,After Effects,
Adobe,65110242AF00A00,,,After Effects,
Adobe,65110274,,,After Effects,
Adobe,65110275,,,After Effects,
Adobe,65110278,,,After Effects,
Adobe,65110359,,,After Effects,
Adobe,65110279,,,After Effects,
Adobe,65110359AA00A00,,,After Effects,
Adobe,65110359AB00A00,,,After Effects,
Adobe,65110359AC00A00,,,After Effects,
Adobe,65110359AD00A00,,,After Effects,
Adobe,65110359AE00A00,,,After Effects,
Adobe,65110359AF00A00,,,After Effects,
Adobe,65110429,,,After Effects,
Adobe,65110428,,,After Effects,
Adobe,65110501,,,After Effects,
Adobe,65110512,,,After Effects,
Adobe,65110500,,,After Effects,
Adobe,65110513,,,After Effects,
Adobe,65110560AA01A00,,,After Effects,
Adobe,65110560AA02A00,,,After Effects,
Adobe,65110560AA03A00,,,After Effects,
Adobe,65110560AA04A00,,,After Effects,
Adobe,65110560AC02A00,,,After Effects,
Adobe,65110560AC01A00,,,After Effects,
Adobe,65110560AD01A00,,,After Effects,
Adobe,65110560AD02A00,,,After Effects,
Adobe,65110560AF01A00,,,After Effects,
Adobe,65110561AA01A00,,,After Effects,
Adobe,65110561AA03A00,,,After Effects,
Adobe,65110561AA02A00,,,After Effects,
Adobe,65110561AA04A00,,,After Effects,
Adobe,65110561AC01A00,,,After Effects,
Adobe,65110561AC02A00,,,After Effects,
Adobe,65110561AD01A00,,,After Effects,
Adobe,65110561AD02A00,,,After Effects,
Adobe,65110561AF01A00,,,After Effects,
Adobe,65110571,,,After Effects,
Adobe,65110570,,,After Effects,
Adobe,65110618AA02A00,,,After Effects,
Adobe,65110618AA01A00,,,After Effects,
Adobe,65110618AA03A00,,,After Effects,
Adobe,65110618AA04A00,,,After Effects,
Adobe,65110618AB01A00,,,After Effects,
Adobe,65110618AB02A00,,,After Effects,
Adobe,65110618AB03A00,,,After Effects,
Adobe,65110618AC01A00,,,After Effects,
Adobe,65110618AD01A00,,,After Effects,
Adobe,65110618AC02A00,,,After Effects,
Adobe,65110618AD02A00,,,After Effects,
Adobe,65110618AE01A00,,,After Effects,
Adobe,65110618AE02A00,,,After Effects,
Adobe,65110618AF01A00,,,After Effects,
Adobe,65110619AA01A00,,,After Effects,
Adobe,65110619AA02A00,,,After Effects,
Adobe,65110619AA03A00,,,After Effects,
Adobe,65110619AA04A00,,,After Effects,
Adobe,65110619AB01A00,,,After Effects,
Adobe,65110619AB02A00,,,After Effects,
Adobe,65110619AC01A00,,,After Effects,
Adobe,65110619AB03A00,,,After Effects,
Adobe,65110619AC02A00,,,After Effects,
Adobe,65110619AD01A00,,,After Effects,
Adobe,65110619AD02A00,,,After Effects,
Adobe,65110619AE02A00,,,After Effects,
Adobe,65110619AE01A00,,,After Effects,
Adobe,65110619AF01A00,,,After Effects,
Adobe,65110625AB01A00,,,After Effects,
Adobe,65110625AB02A00,,,After Effects,
Adobe,65110625AB03A00,,,After Effects,
Adobe,65110628AB01A00,,,After Effects,
Adobe,65110628AB03A00,,,After Effects,
Adobe,65110628AB02A00,,,After Effects,
Adobe,65110637AB03A00,,,After Effects,
Adobe,65110637AB02A00,,,After Effects,
Adobe,65110637AB01A00,,,After Effects,
Adobe,65110642AB01A00,,,After Effects,
Adobe,65110642AB02A00,,,After Effects,
